,For the position model we asked our organic chemists to evaluate the proposed disconnections by the following questions. Its a simple yes/no questionnaire with evaluation on a per position prediction basis: Positive Evaluation / number of Disconnection Points,,,,,,,,,,,,
,"Q1: Is the suggested disconnection position chemically plausible (i.e., not violating fundamental principles)?",,,,,,,,,,,,
,Q2: Is the suggested reaction name a correct label for the proposed disconnection position?,,,,,,,,,,,,
,Q3: Is the provided chemical reasoning for the suggested disconnection (position and reaction name) scientifically sound?,,,,,,,,,,,,
,"Q4: Considering all the provided information, could this suggested step realistically work in a laboratory setting?",,,,,,,,,,,,
,Q5: Has this specific transformation actually been performed successfully in practice for the molecule?,,,,,,,,,,,,
,Q6: Are there any strategically important disconnections that are obviously missing from this prediction?,,,,,,,,,,,,Only once per compound
,,,,,,,,,,,,,
Compound,Position,Q1,Q2,Q3,Q4,Q5,Remark,,,,,,
LEI102,1,1,1,1,1,1,,,,,,,
LEI102,2,1,1,1,1,0,,,,,,,
LEI102,3,1,1,1,1,0,,,,,,,
LEI102,4,0,0,0,0,0,,,,,,,
LEI102,5,0,0,0,0,0,,,,,,,
LEI102,6,1,1,1,1,0,,,,,,,
LEI102,7,1,0,0,1,0,,,,,,,
LEI102,8,1,0,0,1,0,,,,,,,
LEI102,9,1,1,1,1,0,,,,,,,
LEI102,10,1,1,1,1,0,,,,,,,
LEI102,11,1,1,1,1,0,,,,,,,
LEI102,12,1,1,1,1,0,,,,,,,
LEI102,13,1,1,1,1,1,,,,,,,
LEI102,14,1,1,1,1,0,,,,,,,
LEI102,15,1,1,1,1,0,,,,,,,
LEI102,16,1,1,1,1,0,,,,,,,
LEI102,Q6,1,C:1-N:9 and C:1-N:2 are used as disconnections in our synthesis. Sufficient alternatives were provided to succesfully build up the molecule though,,,,,,,,,,
LEI105,1,0,0,0,0,0,,,,,,,
LEI105,2,1,1,1,1,1,,,,,,,
LEI105,3,1,1,1,1,0,,,,,,,
LEI105,4,1,1,1,1,0,,,,,,,
LEI105,5,1,1,1,1,0,,,,,,,
LEI105,6,1,1,1,0,0,,,,,,,
LEI105,7,1,1,1,0,0,,,,,,,
LEI105,8,1,1,1,0,0,,,,,,,
LEI105,9,1,1,1,1,1,,,,,,,
LEI105,Q6,1,"Due to the wrong identification of the heterocyclic core the used disconnects here were missed. C:2-O:17 and C:2-N:3 are used in practice. Suggestions 7 and 8 were tried experimentally, but found not working.",,,,,,,,,,
LEI401,1,1,1,1,1,0,,,,,,,
LEI401,2,1,1,1,1,0,,,,,,,
LEI401,3,1,1,0,1,1,,,,,,,
LEI401,4,1,1,1,1,1,,,,,,,
LEI401,5,1,1,1,1,0,,,,,,,
LEI401,6,1,1,1,1,0,,,,,,,
LEI401,7,1,1,1,1,0,,,,,,,
LEI401,8,1,1,0,1,0,,,,,,,
LEI401,9,1,1,1,1,0,,,,,,,
LEI401,10,1,1,0,1,0,,,,,,,
LEI401,11,1,1,0,1,0,,,,,,,
LEI401,Q6,0,"No disconnections are missing, just an obvious strategy that is core to our procedures: SNAR reactions to install the replace reactions 1 and 2.",,,,,,,,,,
LEI515,1,1,1,1,1,1,,,,,,,
LEI515,2,1,1,1,1,0,,,,,,,
LEI515,3,1,1,1,1,1,,,,,,,
LEI515,4,1,1,1,1,1,(technically identical to 3),,,,,,
LEI515,5,1,1,1,1,0,Has been used for other molecules in this series.,,,,,,
LEI515,6,1,1,1,0,0,,,,,,,
LEI515,7,1,1,1,1,1,,,,,,,
LEI515,8,1,1,1,0,0,,,,,,,
LEI515,9,1,1,1,0,0,,,,,,,
LEI515,10,1,1,0,0,0,Misinterpreted the position of Cl,,,,,,
LEI515,11,1,1,1,1,0,,,,,,,
LEI515,12,0,0,0,0,0,,,,,,,
LEI515,13,1,1,1,1,1,,,,,,,
LEI515,14,0,0,0,0,0,,,,,,,
LEI515,Q6,1,"C:3-C:5 is made using an acylation as perhaps suggested by 14, but labeled incorrectly",,,,,,,,,,
DH376,1,1,0,0,0,0,Misinterpreted the position of C=O on triazole,,,,,,
DH376,2,1,1,0,1,1,,,,,,,
DH376,3,1,1,1,1,1,,,,,,,
DH376,4,1,1,1,1,0,,,,,,,
DH376,5,1,1,1,1,0,,,,,,,
DH376,6,1,1,1,1,0,,,,,,,
DH376,7,0,0,0,0,0,,,,,,,
DH376,8,1,1,0,1,1,,,,,,,
DH376,9,1,1,1,1,0,,,,,,,
DH376,10,1,1,1,1,0,,,,,,,
DH376,11,1,1,1,1,1,,,,,,,
DH376,12,1,1,0,1,1,,,,,,,
DH376,13,1,1,1,1,0,,,,,,,
DH376,Q6,1,C:1-N:2 is an obvious disconnection point missed due to the misunderstanding of the heterocyclic core,,,,,,,,,,
,,,,,,,,,,,,,
